Percent,Real_Goal,Time,Cost,Prob,Results
70,3,257853573,27/24302/401/31/338/401/400/274/6111/401/,0.5356052062461517/0.0/8.470544980203015E-7/0.46430431628592694/8.036629316215896E-6/8.470544980203015E-7/8.778531466502702E-7/7.90218219645936E-5/2.305993501841037E-95/8.470544980203015E-7/,0/
70,3,357723348,18/338/272/18/274/128/128/274/128/1295/,0.4977146923576603/2.412943104804112E-8/7.783034691288406E-7/0.4977146923576603/7.005413220320757E-7/0.0015228039230450337/0.0015228039230450337/7.005413220320757E-7/0.0015228039230450337/3.2197322405441334E-30/,0/3/
70,0,76000383,47/63/208/63/63/47/5039/63/,0.20403733923990228/0.146199142091556/0.00712875315397145/0.146199142091556/0.146199142091556/0.20403733923990228/1.3902200046280014E-46/0.146199142091556/,0/5/
70,0,35603950,208/208/1033/208/270/208/208/208/,0.14787192277021416/0.14787192277021416/0.002854732351307464/0.14787192277021416/0.10991373102740765/0.14787192277021416/0.14787192277021416/0.14787192277021416/,0/1/3/5/6/7/
70,0,19015529,47/47/1033/47/63/47/208/47/,0.17386860008797617/0.17386860008797617/2.0849165413331908E-10/0.17386860008797617/0.12458229588866758/0.17386860008797617/0.0060747034629599125/0.17386860008797617/,0/1/3/5/7/
70,1,28815216,336/209/209/273/273/273/273/272/,0.08758584689816895/0.16035359162729454/0.16035359162729454/0.11822852685449672/0.11822852685449672/0.11822852685449672/0.11822852685449672/0.11879286242925517/,1/2/
70,1,31280430,1291/19/1543/1291/1043/1043/1291/1291/,2.392604696866505E-28/1.0/8.067899487106749E-34/2.392604696866505E-28/5.809282904332686E-23/5.809282904332686E-23/2.392604696866505E-28/2.392604696866505E-28/,1/
70,1,33170907,336/209/273/336/209/273/336/272/,0.09330401717184186/0.1708225106752081/0.1259472493616334/0.09330401717184186/0.1708225106752081/0.1259472493616334/0.09330401717184186/0.12654842841079145/,1/4/
70,2,40731363,273/1295/23/5105/1295/1295/80/272/,2.7380976866522713E-5/8.785009806257971E-24/0.9148497873917156/9.988338419751154E-93/8.785009806257971E-24/8.785009806257971E-24/0.08509428567872453/2.8545952693272035E-5/,2/
70,2,40936517,1543/273/23/1043/273/273/64/1543/,2.6444680020498064E-28/2.5336968441529043E-5/0.8465556325794876/2.9521608921876853E-19/2.5336968441529043E-5/2.5336968441529043E-5/0.15336835651518774/2.6444680020498064E-28/,2/
70,2,46345288,79/273/27/1043/273/273/19/79/,0.02812982344912624/1.7238938961925389E-6/0.3787325738898835/3.282259988828438E-23/1.7238938961925389E-6/1.7238938961925389E-6/0.5650026075301755/0.02812982344912624/,6/
70,3,44462207,79/47/63/79/47/64/80/95/,0.0965825991544451/0.18811721614665128/0.13479187542705282/0.0965825991544451/0.18811721614665128/0.13201276098147577/0.09459127663852124/0.0692044563507575/,1/4/
70,3,43566677,272/6090/273/1543/6090/1295/5105/272/,0.3300947047878428/1.8333042450297406E-10/0.32888777851225487/0.003138364931410402/1.8333042450297406E-10/0.007784439850130143/6.763858100379684E-9/0.3300947047878428/,0/2/7/
70,3,41334053,95/63/63/63/63/79/80/95/,0.08974220606754629/0.14795988402311766/0.14795988402311766/0.14795988402311766/0.14795988402311766/0.11523127354035828/0.11344477823207832/0.08974220606754629/,1/2/3/4/
70,0,1293610011,23/35/195640/9301/64/16178847/68/60/,0.46402049775449566/0.2814426586232188/0.0/5.963877346957337E-169/0.0840654274700419/0.0/0.0711598480485079/0.09931156810373572/,0/
70,0,1555351182,39/35/163/991/56/60/56/47/,0.2102853092521906/0.23499784296560286/0.006712831067601574/6.888626440367644E-13/0.13113705555495683/0.11734659320184562/0.13113705555495683/0.1683833124021569/,1/
70,0,1188867804,20/22/60/261/25/26/26/23/,0.19171834232536297/0.174301966142747/0.028538824493349976/1.988920701826672E-6/0.15109852233215176/0.14407198092354478/0.14407198092354478/0.16619639393859703/,0/
70,2,1249737185,3589147/3335376/2862/3374/12331/13360/197/3828762/,0.0/0.0/1.4274834422399945E-6/1.0753428817442463E-7/2.427756774645118E-27/1.343352267373908E-29/0.9999984649822696/0.0/,6/
70,2,1170608437,3657/15514/37065/48948/1028487/836691/69/18236857/,5.486630318385145E-23/1.4997700323247893E-96/2.945520890635743E-230/5.553562972250294E-304/0.0/0.0/1.0/0.0/,6/
70,2,1425842147,229/180/666/795/2858/3117/69/15205929/,0.07782881281585169/0.1567279825271343/1.5132197377959548E-4/2.3963999912450213E-5/3.804350365999184E-18/9.405695697622656E-20/0.765267918683322/0.0/,6/
70,4,1575004168,25/25/64/991/40/44/22/23/,0.18613920203020548/0.18613920203020548/0.03415273319824524/1.070211486330501E-19/0.09696216770566485/0.08148409397863667/0.21207279204136856/0.20304980901567365/,6/7/
70,4,1320634956,163/45061/60/991/39/52/146/146/,0.01804172377813345/0.0/0.2369115970165411/1.8466400657033378E-11/0.4004893054602334/0.28936447803613397/0.027596447845245894/0.027596447845245894/,4/
70,4,1109022226,56/56/799/65197/98/97/60/44/,0.19936719208687645/0.19936719208687645/1.3457650539474953E-8/0.0/0.07839929833379157/0.08016100700653708/0.18241045989957533/0.26029483712869267/,7/
70,6,1293893905,601/866/60/15171728/180/60/60/2081/,4.481034089349259E-5/5.816866613555539E-7/0.31847249594893196/0.0/0.04453712012564782/0.31847249594893196/0.31847249594893196/1.3013597655000076E-15/,2/5/6/
70,6,1341972041,606/801/52/4075982/147/60/44/32875/,1.4277641917693252E-6/1.8737589953098373E-8/0.31717876760773656/0.0/0.038411405721389236/0.26551936418840466/0.3788890159806879/5.33223E-318/,6/
70,6,1415801318,667/800/68/228/52/30/26/2341/,1.9922882711848416E-11/1.4456052951106417E-13/0.08595194013226524/2.2943451645418073E-4/0.155458823664412/0.35114375983119545/0.40721604183560567/2.3609908296066336E-38/,6/
100,0,453328914,147/8292/11324/601/10294/11324/12343/114/10294/11324/,0.42523101625116944/7.400246638638404E-32/2.624084204851747E-43/0.008205515104704686/2.0358498083877398E-39/2.624084204851747E-43/3.721782676417513E-47/0.5665634686441259/2.0358498083877398E-39/2.624084204851747E-43/,7/
100,1,561497649,1586/113/61053/2615/44/47/129/113/2819802/208027907/,5.212607497612733E-16/0.08569610148961976/0.0/6.112063695715073E-26/0.3970811499366222/0.3714721893900972/0.060054457694040456/0.08569610148961976/0.0/0.0/,4/5/
100,2,416560841,32443/405/23/32443/531/31/144314/6174/113071/1309/,0.0/7.125703306484948E-8/0.5825701647322541/0.0/3.739225920788739E-10/0.4174297636367903/0.0/2.8793313652396576E-112/0.0/3.121779688577682E-24/,2/
100,3,482158729,35/7200/7165/39/7200/9199/2580/6181/575008/9199/,0.5277492350545132/1.9309097617599114E-87/5.104964477534248E-87/0.47225076494548685/1.9309097617599114E-87/1.4803162169896355E-111/1.047660304753429E-31/3.7906052792470354E-75/0.0/1.4803162169896355E-111/,0/
100,0,27744723,47/63/5078/63/79/47/1039/63/,0.214453705746927/0.1536627948362513/6.484002456889571E-47/0.1536627948362513/0.11010420377045047/0.214453705746927/2.2694167844717735E-10/0.1536627948362513/,0/5/
100,1,39139765,2065/23/1309/1565/1307/1564/1565/1553/,1.1188653679122065E-37/1.0/5.3586329640008845E-24/1.2490491774577322E-28/5.8243198684705206E-24/1.302192354388669E-28/1.2490491774577322E-28/2.059333947025062E-28/,1/
100,2,41916533,1556/6152/23/24398/6152/6152/340/1550/,1.8173524943523928E-28/1.2360780287471062E-111/0.9999981647597683/0.0/1.2360780287471062E-111/1.2360780287471062E-111/1.8352402316881405E-6/2.3335267938293376E-28/,2/
100,3,49331524,2065/1307/1309/23/1307/1564/1565/2065/,1.1188653679122065E-37/5.8243198684705206E-24/5.3586329640008845E-24/1.0/5.8243198684705206E-24/1.302192354388669E-28/1.2490491774577322E-28/1.1188653679122065E-37/,3/
100,0,1538754110,35/52/4640220/1390/73/85/81/73/,0.3511703210189791/0.218995050393603/0.0/1.581816331798285E-17/0.12220693486931307/0.08756509520311459/0.09785566364567724/0.12220693486931307/,0/
100,2,1952480281,17709/4999/604/293134/4625444/4880056/69/5759/,3.610625000278276E-110/2.5885221451512153E-31/4.7922684869466996E-4/0.0/0.0/0.0/0.9995207731513053/4.9871755145331474E-36/,6/
100,4,2095266682,73/81/1132/21685/148/181/68/48/,0.20205365184895627/0.17161746499329825/8.305924965032919E-11/5.688669812352641E-193/0.043725043705124596/0.02229698868263155/0.22376000733494172/0.3365468433519883/,7/
100,6,2000203456,3149/4458/246/1193/231/85/40/10390/,8.659984906636545E-34/1.17997106892888E-47/0.0048717496599186404/4.534628219699806E-13/0.007023817012145638/0.24722093585018717/0.7408834974772951/1.7253396845492698E-110/,6/
